major_abbr,pathway,dept_abbrev,course_number,student_count,students_in_major,course_gpa_50pct,CourseLongName,major_full_nm,MajorID,CoursePopularityRank,Campus
B MATH,0,STMATH,308,26,64,3.35,4,47,56,4,1
B MATH,0,B CUSP,134,24,64,3.4,536,47,56,5,1
B MATH,0,STMATH,307,24,64,3.05,2,47,56,5,1
B MATH,0,B CUSP,135,23,64,3.1,538,47,56,6,1
B MATH,0,B PHYS,121,22,64,2.65,3,47,56,7,1
B MATH,0,STMATH,126,21,64,2.7,0,47,56,8,1
B MATH,0,B CUSP,107,19,64,3.2,537,47,56,9,1
B MATH,0,B CUSP,200,19,64,3.6,31,47,56,9,1
B MATH,0,STMATH,300,19,64,2.6,736,47,56,9,1
B MATH,0,B CUSP,104,18,64,3.65,548,47,56,10,1
B MCS ,0,B CUSP,135,97,216,3.3,538,48,57,1,1
B MCS ,0,B CUSP,134,93,216,3.3,536,48,57,2,1
B MCS ,0,B CUSP,104,77,216,3.4,548,48,57,3,1
B MCS ,0,B CUSP,107,76,216,3.3,537,48,57,4,1
B MCS ,0,B CUSP,200,69,216,2.9,31,48,57,5,1
B MCS ,0,BIS   ,236,68,216,3.4,549,48,57,6,1
B MCS ,0,B CUSP,202,59,216,3,29,48,57,7,1
B MCS ,0,B CUSP,123,53,216,2.7,540,48,57,8,1
B MCS ,0,B CUSP,117,52,216,3.5,547,48,57,9,1
B MCS ,0,B CUSP,140,51,216,3.65,535,48,57,10,1
B ME  ,0,B ME  ,222,8,23,3.35,739,49,58,1,1
B ME  ,0,CHEM  ,142,8,23,2.65,7,49,58,1,1
B ME  ,0,MATH  ,126,8,23,2.7,0,49,58,1,1
B ME  ,0,STMATH,307,8,23,3.25,2,49,58,1,1
B ME  ,0,B ENGR,320,7,23,2.8,67,49,58,2,1
B ME  ,0,B ME  ,221,7,23,3.9,741,49,58,2,1
B ME  ,0,B ME  ,223,7,23,3.5,742,49,58,2,1
B ME  ,0,B ME  ,331,7,23,3.4,740,49,58,2,1
B ME  ,0,B PHYS,122,7,23,3.3,6,49,58,2,1
B ME  ,0,CHEM  ,152,7,23,2.5,7,49,58,2,1
B ME  ,0,STMATH,324,7,23,3,737,49,58,2,1
B ME  ,0,B ENGR,310,6,23,3.75,744,49,58,3,1
B ME  ,0,B ME  ,499,6,23,4,743,49,58,3,1
B ME  ,0,CEE   ,220,6,23,3.3,11,49,58,3,1
B ME  ,0,ENGL  ,131,6,23,3.5,14,49,58,3,1
B ME  ,0,MATH  ,125,6,23,2.75,13,49,58,3,1
B ME  ,0,PHYS  ,121,6,23,2.7,3,49,58,3,1
B ME  ,0,AMATH ,301,5,23,3.5,5,49,58,4,1
B ME  ,0,B ARTS,121,5,23,3.7,273,49,58,4,1
B ME  ,0,B CHEM,153,5,23,3.5,562,49,58,4,1
B ME  ,0,B PHYS,121,5,23,3.2,3,49,58,4,1
B ME  ,0,B PHYS,123,5,23,3.3,8,49,58,4,1
B ME  ,0,MATH  ,307,5,23,3.1,2,49,58,4,1
B ME  ,0,MATH  ,324,5,23,2.9,12,49,58,4,1
B ME  ,0,PHYS  ,122,5,23,2.9,6,49,58,4,1
B ME  ,0,PHYS  ,123,5,23,3,8,49,58,4,1
B ME  ,0,A A   ,210,4,23,3.1,9,49,58,5,1
B ME  ,0,B CHEM,143,4,23,3.35,566,49,58,5,1
B ME  ,0,B CHEM,144,4,23,3.45,604,49,58,5,1
B ME  ,0,B CHEM,154,4,23,3.5,568,49,58,5,1
B ME  ,0,B CUSP,125,4,23,3.4,586,49,58,5,1
B ME  ,0,B ME  ,332,4,23,3.1,746,49,58,5,1
B ME  ,0,B ME  ,341,4,23,3.15,745,49,58,5,1
B ME  ,0,M E   ,123,4,23,3.15,15,49,58,5,1
B ME  ,0,M E   ,230,4,23,2.85,10,49,58,5,1
B ME  ,0,MATH  ,308,4,23,2.85,4,49,58,5,1
B ME  ,0,MSE   ,170,4,23,3.15,67,49,58,5,1
B ME  ,0,A A   ,260,3,23,3.2,1,49,58,6,1
B ME  ,0,B CUSP,126,3,23,3.4,0,49,58,6,1
B ME  ,0,B ME  ,315,3,23,3.3,747,49,58,6,1
B ME  ,0,CSE   ,142,3,23,2.9,21,49,58,6,1
B ME  ,0,MATH  ,124,3,23,3.2,16,49,58,6,1
B ME  ,0,STMATH,390,3,23,3.2,748,49,58,6,1
B ME  ,0,ASTR  ,102,2,23,2.25,224,49,58,7,1
B ME  ,0,B CUSP,107,2,23,3.2,537,49,58,7,1
B ME  ,0,B CUSP,124,2,23,3.5,560,49,58,7,1
B ME  ,0,B CUSP,135,2,23,2.75,538,49,58,7,1
B ME  ,0,B ME  ,342,2,23,3.45,749,49,58,7,1
B ME  ,0,B WRIT,134,2,23,3.25,536,49,58,7,1
B ME  ,0,B WRIT,135,2,23,3.65,538,49,58,7,1
B ME  ,0,CSS   ,161,2,23,2.45,625,49,58,7,1
B ME  ,0,ESS   ,102,2,23,3.85,88,49,58,7,1
B ME  ,0,ESS   ,106,2,23,3.65,59,49,58,7,1
B ME  ,0,MUSIC ,120,2,23,3.75,312,49,58,7,1
B ME  ,0,SPAN  ,103,2,23,3.45,193,49,58,7,1
B ME  ,0,STMATH,126,2,23,3.3,0,49,58,7,1
B MTV ,0,B BUS ,215,3,5,3.2,571,50,59,1,1
B MTV ,0,CSS   ,161,3,5,2.3,625,50,59,1,1
B MTV ,0,STMATH,125,3,5,2,586,50,59,1,1
B MTV ,0,STMATH,308,3,5,3.2,4,50,59,1,1
B MTV ,0,B CUSP,107,2,5,3.6,537,50,59,2,1
B MTV ,0,B CUSP,118,2,5,3.2,546,50,59,2,1
B MTV ,0,B CUSP,123,2,5,2.15,540,50,59,2,1
B MTV ,0,B CUSP,134,2,5,3.45,536,50,59,2,1
B MTV ,0,B CUSP,135,2,5,2.9,538,50,59,2,1
B MTV ,0,BIS   ,232,2,5,4,696,50,59,2,1
B NURS,0,BIOL  ,118,25,101,3,117,51,60,1,1
B NURS,0,BIOL  ,119,22,101,3.45,246,51,60,2,1
B NURS,0,PSYCH ,101,22,101,3,22,51,60,2,1
B NURS,0,CHEM  ,220,21,101,2.8,124,51,60,3,1
B NURS,0,NUTR  ,300,21,101,3.5,192,51,60,3,1
B NURS,0,NURS  ,201,20,101,3.25,339,51,60,4,1
B NURS,0,B NURS,350,19,101,3.7,750,51,60,5,1
B NURS,0,B STR ,301,19,101,2.9,317,51,60,5,1
B NURS,0,ENGL  ,131,18,101,3.3,14,51,60,6,1
B NURS,0,MICROM,301,18,101,2.5,341,51,60,6,1
B NURS,0,CHEM  ,120,17,101,2.9,128,51,60,7,1
B NURS,0,MICROM,302,17,101,2.5,334,51,60,7,1
B NURS,0,STAT  ,220,16,101,3.15,225,51,60,8,1
B NURS,0,B NURS,430,15,101,3.9,751,51,60,9,1
B NURS,0,CHEM  ,221,15,101,2.4,168,51,60,9,1
B NURS,0,B HLTH,497,13,101,4,752,51,60,10,1
B NURS,0,CHEM  ,142,13,101,2.6,7,51,60,10,1
B SEB ,0,B CUSP,135,92,180,3.4,538,52,64,1,1
B SEB ,0,B CUSP,134,77,180,3.4,536,52,64,2,1
B SEB ,0,B CUSP,107,75,180,3.5,537,52,64,3,1
B SEB ,0,B CUSP,104,70,180,3.5,548,52,64,4,1
B SEB ,0,B CUSP,170,61,180,3.6,22,52,64,5,1
B SEB ,0,B CUSP,140,59,180,3.6,535,52,64,6,1
B SEB ,0,B CUSP,200,48,180,2.8,31,52,64,7,1
B SEB ,0,B CUSP,202,43,180,3.3,29,52,64,8,1
B SEB ,0,B CUSP,197,38,180,3.8,591,52,64,9,1
B SEB ,0,B CUSP,115,36,180,3.55,554,52,64,10,1
B SEB ,0,B CUSP,120,36,180,3.6,553,52,64,10,1
B STS ,0,B CUSP,123,17,27,2.5,540,53,65,1,1
B STS ,0,B CUSP,135,17,27,2.9,538,53,65,1,1
B STS ,0,B CUSP,134,15,27,3.3,536,53,65,2,1
B STS ,0,B CUSP,107,14,27,3.35,537,53,65,3,1
B STS ,0,B CUSP,104,13,27,3.3,548,53,65,4,1
B STS ,0,B CUSP,124,13,27,2.7,560,53,65,4,1
B STS ,0,BISSTS,307,13,27,3,637,53,65,4,1
B STS ,0,B CUSP,125,10,27,1.8,586,53,65,5,1
B STS ,0,B CUSP,118,9,27,3.2,546,53,65,6,1
B STS ,0,B CUSP,170,9,27,3.8,22,53,65,6,1
B STS ,0,B CUSP,117,8,27,3,547,53,65,7,1
B STS ,0,B CUSP,200,8,27,3.45,31,53,65,7,1
B STS ,0,B CUSP,202,8,27,2.75,29,53,65,7,1
B STS ,0,B CHEM,142,7,27,2.2,566,53,65,8,1
B STS ,0,B CUSP,140,7,27,3.65,535,53,65,8,1
B STS ,0,B CUSP,176,7,27,3.3,578,53,65,8,1
B STS ,0,B CUSP,189,7,27,3.3,619,53,65,8,1
B STS ,0,BIS   ,315,7,27,2.7,26,53,65,8,1
B STS ,0,BISSTS,397,7,27,3.2,774,53,65,8,1
B STS ,0,BST   ,200,7,27,2.4,544,53,65,8,1
B STS ,0,CSS   ,161,7,27,2.1,625,53,65,8,1
B STS ,0,B CHEM,143,6,27,2.1,566,53,65,9,1
B STS ,0,B CHEM,144,6,27,2.4,604,53,65,9,1
B STS ,0,B CUSP,116,6,27,2.9,584,53,65,9,1
B STS ,0,B CUSP,193,6,27,3.2,86,53,65,9,1
B STS ,0,B CHEM,152,5,27,2,562,53,65,10,1
B STS ,0,B CUSP,122,5,27,2.3,583,53,65,10,1
B STS ,0,B CUSP,131,5,27,3.15,555,53,65,10,1
B STS ,0,B CUSP,197,5,27,3.8,591,53,65,10,1
B STS ,0,BISSTS,231,5,27,3,775,53,65,10,1
BENSCI,0,B BIO ,180,6,11,3.05,558,54,66,1,1
BENSCI,0,BES   ,312,6,11,3.45,564,54,66,1,1
BENSCI,0,BIS   ,243,6,11,3.55,643,54,66,1,1
BENSCI,0,B BIO ,200,5,11,2.9,557,54,66,2,1
BENSCI,0,BIS   ,240,5,11,3.8,690,54,66,2,1
BENSCI,0,BIS   ,242,5,11,3.9,656,54,66,2,1
BENSCI,0,BIS   ,315,5,11,3.4,26,54,66,2,1
BENSCI,0,BST   ,200,5,11,3.6,544,54,66,2,1
BENSCI,0,B BIO ,220,4,11,2.25,556,54,66,3,1
BENSCI,0,B ART ,121,3,11,4,273,54,66,4,1
BENSCI,0,B CUSP,124,3,11,3,560,54,66,4,1
BENSCI,0,BES   ,303,3,11,3.6,687,54,66,4,1
BENSCI,0,BES   ,362,3,11,3.8,688,54,66,4,1
BENSCI,0,B CHEM,162,2,11,2.65,565,54,66,5,1
BENSCI,0,B PHYS,114,2,11,3.75,72,54,66,5,1
BENSCI,0,BES   ,316,2,11,3.7,787,54,66,5,1
BENSCI,0,BES   ,318,2,11,3.15,697,54,66,5,1
BENSCI,0,BES   ,397,2,11,3.6,703,54,66,5,1
BENSCI,0,BIS   ,342,2,11,2.05,694,54,66,5,1
BFYBSN,0,B CHEM,115,28,32,3.4,788,55,67,1,1
BFYBSN,0,B CORE,104,27,32,3.7,542,55,67,2,1
BFYBSN,0,B WRIT,134,25,32,3.4,536,55,67,3,1
BFYBSN,0,ENGL  ,131,3,32,2.9,14,55,67,4,1
BFYBSN,0,SPAN  ,103,2,32,2.65,193,55,67,5,1
BIOCHM,0,BIOL  ,180,662,858,3.2,76,56,68,1,0
BIOCHM,0,CHEM  ,237,628,858,3.1,78,56,68,2,0
BIOCHM,0,BIOL  ,200,622,858,3.2,76,56,68,3,0
BIOCHM,0,CHEM  ,162,572,858,3.2,7,56,68,4,0
BIOCHM,0,MATH  ,126,570,858,3.1,0,56,68,5,0
BIOCHM,0,CHEM  ,152,552,858,3.2,7,56,68,6,0
BIOCHM,0,CHEM  ,142,513,858,3.4,7,56,68,7,0
BIOCHM,0,MATH  ,125,471,858,3.3,13,56,68,8,0
BIOCHM,0,CHEM  ,238,449,858,3.1,78,56,68,9,0
BIOCHM,0,CHEM  ,241,412,858,3.3,789,56,68,10,0
BIOEN ,0,MATH  ,126,153,188,3.7,0,57,69,1,0
BIOEN ,0,BIOEN ,215,140,188,3.9,790,57,69,2,0
BIOEN ,0,CHEM  ,162,133,188,3.6,7,57,69,3,0
BIOEN ,0,CHEM  ,152,126,188,3.7,7,57,69,4,0
BIOEN ,0,CHEM  ,142,119,188,3.8,7,57,69,5,0
BIOEN ,0,BIOL  ,180,106,188,3.7,76,57,69,6,0
BIOEN ,0,AMATH ,301,96,188,3.8,5,57,69,7,0
BIOEN ,0,MATH  ,125,96,188,3.8,13,57,69,7,0
BIOEN ,0,ENGL  ,131,90,188,3.85,14,57,69,8,0
BIOEN ,0,MATH  ,307,82,188,3.9,2,57,69,9,0
BIOEN ,0,PHYS  ,121,80,188,3.7,3,57,69,10,0
BIOEN ,60,BIOEN ,215,15,15,3.9,790,58,71,1,0
BIOEN ,60,BIOEN ,315,15,15,3.8,793,58,71,1,0
BIOEN ,60,BIOEN ,316,15,15,3.8,791,58,71,1,0
BIOEN ,60,BIOEN ,317,15,15,3.9,796,58,71,1,0
BIOEN ,60,BIOEN ,325,15,15,3.5,798,58,71,1,0
BIOEN ,60,BIOEN ,326,15,15,3.6,794,58,71,1,0
BIOEN ,60,BIOEN ,327,15,15,3.9,797,58,71,1,0
BIOEN ,60,BIOEN ,335,15,15,3.7,792,58,71,1,0
BIOEN ,60,BIOEN ,336,15,15,3.7,799,58,71,1,0
BIOEN ,60,BIOEN ,337,15,15,3.9,795,58,71,1,0
BIOEN ,60,AMATH ,301,14,15,3.9,5,58,71,2,0
BIOEN ,60,MATH  ,308,14,15,3.7,4,58,71,2,0
BIOEN ,60,BIOL  ,200,13,15,3.8,76,58,71,3,0
BIOEN ,60,BIOL  ,220,13,15,3.4,76,58,71,3,0
BIOEN ,60,MATH  ,307,13,15,3.7,2,58,71,3,0
BIOEN ,60,PHYS  ,122,13,15,3.7,6,58,71,3,0
BIOEN ,60,BIOL  ,180,12,15,3.9,76,58,71,4,0
BIOEN ,60,MATH  ,126,12,15,3.7,0,58,71,4,0
BIOEN ,60,PHYS  ,121,12,15,3.7,3,58,71,4,0
BIOEN ,60,IND E ,315,11,15,3.8,800,58,71,5,0
BIOEN ,60,CHEM  ,237,8,15,3.85,78,58,71,6,0
BIOEN ,60,MATH  ,125,8,15,3.8,13,58,71,6,0
BIOEN ,60,BIOEN ,498,6,15,3.7,552,58,71,7,0
BIOEN ,60,CHEM  ,238,6,15,3.75,78,58,71,7,0
BIOEN ,60,CHEM  ,142,5,15,3.5,7,58,71,8,0
BIOEN ,60,CHEM  ,152,5,15,3.1,7,58,71,8,0
BIOEN ,60,CHEM  ,162,5,15,3.4,7,58,71,8,0
BIOEN ,60,ENGL  ,131,5,15,3.6,14,58,71,8,0
BIOEN ,60,MATH  ,124,5,15,4,16,58,71,8,0
BIOEN ,60,CHEM  ,335,4,15,3.65,802,58,71,9,0
BIOEN ,60,ENGL  ,111,4,15,3.85,20,58,71,9,0
BIOEN ,60,NME   ,220,4,15,4,801,58,71,9,0
BIOEN ,60,STAT  ,390,4,15,3.65,54,58,71,9,0
BIOEN ,60,BIOEN ,345,3,15,3.7,805,58,71,10,0
BIOEN ,60,BIOEN ,401,3,15,3.9,804,58,71,10,0
BIOEN ,60,CHEM  ,154,3,15,3.7,803,58,71,10,0
BIOEN ,60,CHEM  ,164,3,15,3.5,803,58,71,10,0
BIOEN ,60,CHEM  ,239,3,15,3.8,78,58,71,10,0
BIOEN ,60,CHEM  ,241,3,15,4,789,58,71,10,0
BIOEN ,60,CSE   ,142,3,15,3.7,21,58,71,10,0
BIOEN ,60,G H   ,201,3,15,4,172,58,71,10,0
BIOEN ,60,MATH  ,309,3,15,3.9,43,58,71,10,0
BIOEN ,60,MICROM,301,3,15,3.8,341,58,71,10,0
BIOEN ,60,PHYS  ,123,3,15,4,8,58,71,10,0
BIOEN ,60,PSYCH ,101,3,15,4,22,58,71,10,0
BIOL  ,15,BIOL  ,180,694,854,3,76,60,73,1,0
BIOL  ,15,BIOL  ,200,617,854,2.8,76,60,73,2,0
BIOL  ,15,CHEM  ,152,585,854,2.8,7,60,73,3,0
BIOL  ,15,CHEM  ,142,584,854,2.8,7,60,73,4,0
BIOL  ,15,CHEM  ,162,498,854,2.7,7,60,73,5,0
BIOL  ,15,CHEM  ,237,464,854,2.7,78,60,73,6,0
BIOL  ,15,PHYS  ,114,429,854,3,72,60,73,7,0
BIOL  ,15,BIOL  ,220,419,854,2.7,76,60,73,8,0
BIOL  ,15,PSYCH ,101,389,854,3.5,22,60,73,9,0
BIOL  ,15,CHEM  ,238,361,854,2.6,78,60,73,10,0
BIOL  ,30,BIOL  ,180,486,576,3.2,76,61,74,1,0
BIOL  ,30,BIOL  ,200,442,576,3.15,76,61,74,2,0
BIOL  ,30,CHEM  ,152,428,576,3,7,61,74,3,0
BIOL  ,30,CHEM  ,142,411,576,3.1,7,61,74,4,0
BIOL  ,30,CHEM  ,162,391,576,3,7,61,74,5,0
BIOL  ,30,CHEM  ,237,366,576,2.9,78,61,74,6,0
BIOL  ,30,BIOL  ,220,309,576,3,76,61,74,7,0
BIOL  ,30,MATH  ,125,295,576,3,13,61,74,8,0
BIOL  ,30,CHEM  ,238,287,576,2.7,78,61,74,9,0
BIOL  ,30,PHYS  ,114,252,576,3.2,72,61,74,10,0
BIOL  ,35,BIOL  ,180,433,495,3.1,76,62,75,1,0
BIOL  ,35,BIOL  ,200,399,495,3,76,62,75,2,0
BIOL  ,35,CHEM  ,142,385,495,3,7,62,75,3,0
BIOL  ,35,CHEM  ,152,385,495,2.8,7,62,75,3,0
BIOL  ,35,CHEM  ,162,352,495,2.8,7,62,75,4,0
BIOL  ,35,CHEM  ,237,321,495,2.7,78,62,75,5,0
BIOL  ,35,BIOL  ,220,276,495,2.9,76,62,75,6,0
BIOL  ,35,PHYS  ,114,265,495,3.1,72,62,75,7,0
BIOL  ,35,PSYCH ,101,260,495,3.6,22,62,75,8,0
BIOL  ,35,MATH  ,125,252,495,2.9,13,62,75,9,0
BIOL  ,35,CHEM  ,238,243,495,2.7,78,62,75,10,0
BIOL  ,40,BIOL  ,180,19,27,3.1,76,63,76,1,0
BIOL  ,40,BIOL  ,200,17,27,3.1,76,63,76,2,0
BIOL  ,40,PHYS  ,114,16,27,3.1,72,63,76,3,0
BIOL  ,40,CHEM  ,142,15,27,2.6,7,63,76,4,0
BIOL  ,40,CHEM  ,152,14,27,2.7,7,63,76,5,0
BIOL  ,40,BIOL  ,220,13,27,3,76,63,76,6,0
BIOL  ,40,CHEM  ,162,12,27,2.7,7,63,76,7,0
BIOL  ,40,CHEM  ,237,12,27,2.2,78,63,76,7,0
BIOL  ,40,PHYS  ,115,12,27,2.8,72,63,76,7,0
BIOL  ,40,BIOL  ,317,9,27,3.9,819,63,76,8,0
BIOL  ,40,CHEM  ,238,7,27,2.3,78,63,76,9,0
BIOL  ,40,MATH  ,120,7,27,3.3,40,63,76,9,0
BIOL  ,40,MATH  ,125,7,27,2.7,13,63,76,9,0
BIOL  ,40,BIOL  ,355,6,27,3.2,817,63,76,10,0
BIOL  ,40,BIOL  ,441,6,27,3.65,820,63,76,10,0
BIOL  ,45,BIOL  ,180,78,89,3.3,76,64,77,1,0
BIOL  ,45,BIOL  ,200,65,89,3.1,76,64,77,2,0
BIOL  ,45,CHEM  ,142,62,89,3,7,64,77,3,0
BIOL  ,45,CHEM  ,152,61,89,2.9,7,64,77,4,0
BIOL  ,45,BIOL  ,220,50,89,2.8,76,64,77,5,0
BIOL  ,45,PHYS  ,114,47,89,3.1,72,64,77,6,0
BIOL  ,45,CHEM  ,162,43,89,2.9,7,64,77,7,0
BIOL  ,45,CHEM  ,237,33,89,2.9,78,64,77,8,0
BIOL  ,45,MATH  ,125,32,89,3.05,13,64,77,9,0
BIOL  ,45,ENGL  ,131,30,89,3.8,14,64,77,10,0
BIOL  ,45,PSYCH ,101,30,89,3.9,22,64,77,10,0
BIOL  ,5,BIOL  ,180,18,25,2.4,76,59,72,1,0
BIOL  ,5,BIOL  ,200,18,25,2.6,76,59,72,1,0
BIOL  ,5,BIOL  ,220,16,25,2.6,76,59,72,2,0
BIOL  ,5,CHEM  ,152,16,25,2.45,7,59,72,2,0
BIOL  ,5,CHEM  ,142,15,25,2.6,7,59,72,3,0
BIOL  ,5,CHEM  ,237,14,25,2.65,78,59,72,4,0
BIOL  ,5,CHEM  ,162,13,25,2.6,7,59,72,5,0
BIOL  ,5,CHEM  ,238,11,25,2.3,78,59,72,6,0
BIOL  ,5,ENGL  ,131,10,25,3.4,14,59,72,7,0
BIOL  ,5,MATH  ,124,10,25,2.95,16,59,72,7,0
BIOL  ,5,MATH  ,125,10,25,2.45,13,59,72,7,0
BIOL  ,5,PSYCH ,101,10,25,3.15,22,59,72,7,0
BIOL  ,5,BIOL  ,118,8,25,2.95,117,59,72,8,0
BIOL  ,5,CHEM  ,239,7,25,2.4,78,59,72,9,0
BIOL  ,5,PHYS  ,114,7,25,2.6,72,59,72,9,0
BIOL  ,5,CHEM  ,241,6,25,3.05,789,59,72,10,0
BIOL  ,5,NUTR  ,300,6,25,3.7,192,59,72,10,0
BISLEP,0,B CUSP,200,44,57,3,31,65,99,1,1
BISLEP,0,B CUSP,135,35,57,3.5,538,65,99,2,1
BISLEP,0,B CUSP,202,35,57,3.3,29,65,99,2,1
BISLEP,0,B CUSP,175,33,57,3.5,593,65,99,3,1
BISLEP,0,B CUSP,107,32,57,3.25,537,65,99,4,1
BISLEP,0,B CUSP,104,31,57,3.3,548,65,99,5,1
BISLEP,0,B CUSP,134,31,57,3.3,536,65,99,5,1
BISLEP,0,B CUSP,140,17,57,3.85,535,65,99,6,1
BISLEP,0,B CUSP,123,16,57,2.6,540,65,99,7,1
BISLEP,0,B CUSP,176,15,57,3.5,578,65,99,8,1
BISLEP,0,B BUS ,210,14,57,2.9,570,65,99,9,1
BISLEP,0,BIS   ,280,14,57,3.7,735,65,99,9,1
BISLEP,0,B CUSP,120,13,57,3.6,553,65,99,10,1
BISLEP,0,B CUSP,201,13,57,3.5,30,65,99,10,1
BISLEP,0,BIS   ,315,13,57,3.3,26,65,99,10,1
BISMCS,0,B CUSP,135,57,117,3.5,538,66,100,1,1
BISMCS,0,B CUSP,104,53,117,3.3,548,66,100,2,1
BISMCS,0,B CUSP,107,52,117,3.35,537,66,100,3,1
BISMCS,0,B CUSP,134,50,117,3.25,536,66,100,4,1
BISMCS,0,B CUSP,140,41,117,3.6,535,66,100,5,1
BISMCS,0,B CUSP,200,40,117,2.6,31,66,100,6,1
BISMCS,0,B CUSP,170,37,117,3.8,22,66,100,7,1
BISMCS,0,B CUSP,120,35,117,3.6,553,66,100,8,1
BISMCS,0,B CUSP,123,34,117,2.5,540,66,100,9,1
BISMCS,0,B CUSP,202,32,117,3.2,29,66,100,10,1
BSE   ,0,CHEM  ,142,41,58,3.1,7,67,101,1,0
BSE   ,0,CHEM  ,152,30,58,2.85,7,67,101,2,0
BSE   ,0,MATH  ,126,29,58,2.9,0,67,101,3,0
BSE   ,0,MATH  ,125,28,58,3.15,13,67,101,4,0
BSE   ,0,CHEM  ,162,26,58,2.85,7,67,101,5,0
BSE   ,0,MATH  ,124,25,58,3,16,67,101,6,0
BSE   ,0,ENGL  ,131,22,58,3.7,14,67,101,7,0
BSE   ,0,MATH  ,307,22,58,3.1,2,67,101,7,0
BSE   ,0,PHYS  ,121,22,58,2.75,3,67,101,7,0
BSE   ,0,MATH  ,308,21,58,2.7,4,67,101,8,0
BSE   ,0,PHYS  ,122,20,58,2.65,6,67,101,9,0
BSE   ,0,BSE   ,201,19,58,3.5,835,67,101,10,0
BSE   ,10,MATH  ,126,16,17,2.8,0,68,102,1,0
BSE   ,10,PHYS  ,121,16,17,3,3,68,102,1,0
BSE   ,10,MATH  ,307,15,17,3.1,2,68,102,2,0
BSE   ,10,PHYS  ,122,15,17,2.8,6,68,102,2,0
BSE   ,10,MATH  ,308,13,17,3.2,4,68,102,3,0
BSE   ,10,PHYS  ,123,12,17,2.7,8,68,102,4,0
BSE   ,10,BSE   ,201,11,17,3.6,835,68,102,5,0
BSE   ,10,CHEM  ,142,11,17,3.1,7,68,102,5,0
BSE   ,10,CHEM  ,152,11,17,3.1,7,68,102,5,0
BSE   ,10,CHEM  ,162,11,17,2.5,7,68,102,5,0
BSE   ,10,MATH  ,125,11,17,3.2,13,68,102,5,0
BSE   ,10,CHEM  ,237,10,17,2.75,78,68,102,6,0
BSE   ,10,ECON  ,200,10,17,3.15,31,68,102,6,0
BSE   ,10,BSE   ,248,9,17,3.5,836,68,102,7,0
BSE   ,10,MATH  ,124,9,17,3.2,16,68,102,7,0
BSE   ,10,Q SCI ,381,9,17,3.5,125,68,102,7,0
BSE   ,10,AMATH ,301,8,17,3.2,5,68,102,8,0
BSE   ,10,ENGL  ,131,8,17,3.85,14,68,102,8,0
BSE   ,10,BSE   ,406,7,17,3.2,839,68,102,9,0
BSE   ,10,CHEM  ,238,7,17,2.6,78,68,102,9,0
BSE   ,10,HCDE  ,231,6,17,3.85,840,68,102,10,0
BSE   ,10,PSYCH ,101,6,17,3.3,22,68,102,10,0
C LIT ,0,C LIT ,252,8,20,3.3,857,69,103,1,0
C LIT ,0,PSYCH ,101,7,20,2,22,69,103,2,0
C LIT ,0,C LIT ,250,6,20,3.8,859,69,103,3,0
C LIT ,0,C LIT ,251,6,20,3.6,346,69,103,3,0
C LIT ,0,C LIT ,320,6,20,3.7,858,69,103,3,0
C LIT ,0,C LIT ,400,6,20,3.75,860,69,103,3,0
C LIT ,0,CHEM  ,142,6,20,2.15,7,69,103,3,0
C LIT ,0,ASTR  ,101,5,20,2.7,95,69,103,4,0
C LIT ,0,C LIT ,362,5,20,3.7,861,69,103,4,0
C LIT ,0,C LIT ,240,4,20,3.6,297,69,103,5,0
C LIT ,0,C LIT ,315,4,20,3.1,862,69,103,5,0
C LIT ,0,C LIT ,323,4,20,3.45,863,69,103,5,0
C LIT ,0,C LIT ,361,4,20,3.8,864,69,103,5,0
C LIT ,0,C LIT ,396,4,20,3.6,865,69,103,5,0
C LIT ,0,COM   ,202,4,20,2.3,183,69,103,5,0
C LIT ,0,ECON  ,200,4,20,2.8,31,69,103,5,0
C LIT ,0,ENGL  ,131,4,20,2.8,14,69,103,5,0
C LIT ,0,ESS   ,101,4,20,3.05,35,69,103,5,0
C LIT ,0,MUSIC ,162,4,20,3.45,36,69,103,5,0
C LIT ,0,ARCH  ,150,3,20,2.3,23,69,103,6,0
C LIT ,0,BIO A ,101,3,20,3,194,69,103,6,0
C LIT ,0,C LIT ,321,3,20,3.8,866,69,103,6,0
C LIT ,0,C LIT ,371,3,20,3.9,868,69,103,6,0
C LIT ,0,ENGL  ,111,3,20,3.1,20,69,103,6,0
C LIT ,0,ENGL  ,324,3,20,2,867,69,103,6,0
C LIT ,0,ITAL  ,101,3,20,3.3,187,69,103,6,0
C LIT ,0,MATH  ,124,3,20,1.4,16,69,103,6,0
C LIT ,0,ASTR  ,150,2,20,2.7,39,69,103,7,0
C LIT ,0,BIOL  ,180,2,20,2.2,76,69,103,7,0
C LIT ,0,C LIT ,270,2,20,3.8,773,69,103,7,0
C LIT ,0,C LIT ,271,2,20,2.95,336,69,103,7,0
C LIT ,0,C LIT ,301,2,20,3.8,869,69,103,7,0
C LIT ,0,C LIT ,312,2,20,3.9,874,69,103,7,0
C LIT ,0,C LIT ,360,2,20,2.65,871,69,103,7,0
C LIT ,0,CHID  ,250,2,20,2.1,873,69,103,7,0
C LIT ,0,CSE   ,142,2,20,2.1,21,69,103,7,0
C LIT ,0,ENGL  ,198,2,20,3.45,103,69,103,7,0
C LIT ,0,ENGL  ,200,2,20,2.45,97,69,103,7,0
